name,house_resources,sales_count,activity_rate,property_rate,education_rate,plate_rate,search_rate,raise_rate1,raise_rate2,house_count,struct_type,green_rate,volume_rate,admin_money,property_type,build_area,build_count,water,warm,electric,gas,safe,clean,elevator,park,communicate,bus,subway,kindergarten,school,university,mall,hospital,postoffice,bank,else,innersupport,rate_score
绿都四季华庭南区,6.0,9.0,2.5,5.0,5.0,7.5,7.42,1.072,0.978,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.81
天熙·紫云东郡,0.0,0.0,2.5,5.0,5.0,10.0,1.568,1.036,1.225,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.803
天清岛度假别墅,0.0,0.0,2.5,7.5,5.0,7.5,0.0,1.666,0.908,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.78
世贸丽晶城EAC公寓,0.0,0.0,2.5,5.0,5.0,10.0,5.554,1.082,0.924,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.734
红枫苑,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.216,1.037,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.715
中大银泰城公寓,6.0,11.0,2.5,2.5,5.0,10.0,6.892,1.175,0.937,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.697
红石中央花苑,4.0,0.0,2.5,2.5,5.0,10.0,6.67,0.888,1.143,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.695
大河宸章,2.0,2.0,2.5,5.0,5.0,10.0,3.866,1.044,1.059,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.691
达利珑樾,1.0,0.0,5.0,7.5,5.0,7.5,3.662,0.0,0.0,0,独栋,7.0200000000000005,0.70,0,别墅,28672平方米,0,0,0,0,0,0,0,0,共172个地下车位,0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,1.0,52.682
九月森林别墅,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.006,1.173,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.655
流水东苑,3.0,5.0,2.5,2.5,5.0,10.0,4.594,1.337,0.973,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.559
莫干山路小区,10.0,7.0,2.5,2.5,5.0,10.0,7.054,1.29,0.84,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.554
星云公寓loft,0.0,0.0,5.0,7.5,7.5,7.5,0.0,1.269,0.822,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.52
竹海水韵流霞苑,0.0,2.0,2.5,7.5,5.0,7.5,2.558,1.254,0.994,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.508
叶青苑,6.0,10.0,2.5,2.5,5.0,10.0,4.594,1.165,1.083,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.489
玖珑山,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.124,1.082,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.47
拉里维娜·水上人间花园,3.0,0.0,2.5,10.0,5.0,7.5,0.0,1.122,1.083,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.465
复兴南苑,0.0,0.0,2.5,5.0,5.0,7.5,5.464,1.268,0.953,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.439
资辉壹方汇,0.0,0.0,5.0,5.0,7.5,10.0,9.922,0.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.422
白马山庄,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.299,0.961,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.405
九月森林,0.0,0.0,2.5,5.0,5.0,7.5,0.0,1.408,1.22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.38
明江苑,0.0,0.0,2.5,7.5,5.0,7.5,4.594,1.103,0.949,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.359
天福花园,30.0,19.0,5.0,5.0,5.0,7.5,3.136,1.156,1.01,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.346
千岛龙庭,0.0,0.0,5.0,5.0,5.0,7.5,2.968,0.867,1.213,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.333
六合天寓,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.162,1.047,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.325
风景大院,2.0,1.0,5.0,2.5,7.5,10.0,0.0,1.152,1.053,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.315
盛泰名都住宅,0.0,0.0,5.0,5.0,7.5,10.0,0.0,0.979,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.29
竹海水韵,24.0,0.0,5.0,7.5,5.0,7.5,0.0,1.371,0.905,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.285
金色桃园,0.0,0.0,2.5,7.5,5.0,7.5,0.0,1.326,1.098,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.23
新德佳苑,3.0,6.0,2.5,2.5,5.0,10.0,4.044,1.119,1.133,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.229
金隆花园,0.0,0.0,5.0,5.0,5.0,7.5,0.0,1.461,1.007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.215
同和公寓,0.0,0.0,5.0,5.0,5.0,7.5,0.0,1.475,0.992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.13
欧洲花园,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.038,1.115,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.105
湘湖林语,26.0,5.0,5.0,7.5,5.0,7.5,0.0,1.199,1.003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.035
八方城,17.0,2.0,2.5,5.0,5.0,7.5,0.0,1.636,1.045,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.035
佳源优优锦城,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.207,0.996,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.01
九衡公寓,3.0,4.0,2.5,5.0,5.0,10.0,0.0,1.424,1.018,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.01
东方豪庭,0.0,0.0,2.5,10.0,5.0,7.5,0.0,1.112,1.059,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,52.005
世纪西溪别墅,2.0,9.0,2.5,2.5,7.5,10.0,2.968,1.267,0.924,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.998
华元天鹅堡酒店式公寓,0.0,0.0,5.0,10.0,5.0,7.5,0.0,1.079,0.912,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.97
银河嘉园,2.0,0.0,2.5,5.0,5.0,10.0,4.756,1.121,0.899,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.951
华瑞中心,0.0,0.0,2.5,7.5,7.5,7.5,0.0,1.219,0.982,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.92
剡溪壹品,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.146,1.03,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.91
天阳云筑,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.194,0.995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.865
五月香山别墅,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.114,1.047,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.845
伟华苑小区,0.0,0.0,2.5,7.5,5.0,10.0,0.0,1.127,1.038,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.84
江南秘墅,0.0,0.0,2.5,7.5,7.5,7.5,2.778,0.903,1.002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.838
六眼井,6.0,0.0,5.0,7.5,5.0,7.5,0.0,1.126,1.038,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.83
三江澳海澜庭排屋,0.0,0.0,2.5,5.0,5.0,7.5,0.0,1.21,1.312,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.78
名城燕园,2.0,0.0,5.0,5.0,5.0,10.0,0.0,1.082,1.055,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.645
西溪诚园正信苑,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.165,0.999,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.635
珠碧苑,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.288,0.915,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.605
浅水湾庄园别墅,0.0,0.0,5.0,10.0,5.0,7.5,0.0,0.998,0.939,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.565
长浜苑,30.0,19.0,2.5,2.5,5.0,10.0,2.298,1.175,1.161,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.463
百家乐西园,38.0,0.0,2.5,7.5,5.0,7.5,0.0,1.205,1.127,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.455
三堡家园,0.0,0.0,2.5,7.5,5.0,7.5,0.0,1.253,1.092,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.41
滨湖天地,1.0,0.0,2.5,7.5,5.0,10.0,0.0,1.072,1.044,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.38
万科君望,6.0,4.0,2.5,5.0,5.0,7.5,0.0,1.173,1.31,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.38
春天华府,0.0,0.0,2.5,7.5,5.0,7.5,3.866,1.131,0.912,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.356
河缸桥,10.0,8.0,2.5,5.0,5.0,10.0,0.0,1.171,1.142,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.34
三里新城桂苑,0.0,0.0,2.5,5.0,7.5,7.5,0.0,1.521,0.905,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.285
源茂里,7.0,10.0,2.5,5.0,5.0,10.0,5.914,0.88,0.938,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.284
七里香溪,13.0,6.0,5.0,7.5,5.0,5.0,0.0,1.408,0.98,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.28
金成花园,0.0,4.0,2.5,5.0,5.0,10.0,0.0,1.043,1.223,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.275
郡枫华庭,0.0,0.0,2.5,5.0,5.0,7.5,7.19,1.022,0.924,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.27
启城,14.0,7.0,5.0,7.5,5.0,5.0,0.0,1.265,1.072,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.23
同和里,3.0,7.0,2.5,7.5,5.0,7.5,3.662,0.933,1.046,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.182
盛世钱塘,0.0,0.0,2.5,7.5,5.0,10.0,0.0,1.202,0.944,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.18
绿洲花园三期,0.0,3.0,5.0,7.5,7.5,10.0,0.0,0.826,0.861,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.175
德信大家钱江府,0.0,0.0,2.5,5.0,7.5,10.0,0.0,1.07,1.029,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.135
香石公寓,1.0,1.0,2.5,2.5,5.0,10.0,3.866,1.198,1.018,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.116
伊甸山庄别墅,0.0,0.0,2.5,7.5,5.0,7.5,0.0,1.257,1.068,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.09
城北天邑国际,2.0,0.0,2.5,5.0,5.0,10.0,5.434,0.93,0.923,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.079
三里新城兰苑,0.0,0.0,2.5,2.5,7.5,7.5,4.536,1.339,0.876,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.066
新月公寓,0.0,0.0,5.0,2.5,5.0,10.0,2.968,1.365,0.795,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51.043
新南浔孔雀城,0.0,0.0,5.0,7.5,5.0,7.5,0.0,1.084,1.01,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.99
沙田里,0.0,0.0,2.5,2.5,5.0,10.0,4.412,1.057,1.066,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.972
天阳上河,30.0,10.0,2.5,5.0,5.0,10.0,1.568,1.151,1.026,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.968
中港罗兰小镇,0.0,0.0,5.0,5.0,5.0,7.5,0.0,1.221,1.083,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.955
东方郡东区,16.0,7.0,2.5,5.0,5.0,7.5,7.19,1.029,0.898,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.95
龙元东新府,0.0,0.0,5.0,2.5,5.0,10.0,0.0,1.397,0.965,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.945
米市巷小区,4.0,0.0,2.5,5.0,5.0,10.0,3.866,0.86,1.065,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.941
文三路小区,0.0,0.0,2.5,5.0,5.0,10.0,1.98,1.309,0.891,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.935
滨江华家池,0.0,0.0,2.5,5.0,7.5,10.0,0.0,1.164,0.952,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.92
永和之星公寓,0.0,0.0,2.5,5.0,7.5,7.5,0.0,1.175,1.109,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.885
重机宿舍,0.0,0.0,2.5,5.0,5.0,10.0,0.0,1.319,1.012,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.87
稻香园北区,0.0,0.0,2.5,2.5,7.5,10.0,1.568,1.024,1.104,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.868
五堰庙,0.0,0.0,2.5,7.5,7.5,10.0,0.0,1.097,0.819,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.755
时代湘湖,61.0,23.0,5.0,7.5,5.0,7.5,0.0,1.075,0.998,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.72
复城国际,0.0,0.0,2.5,5.0,5.0,10.0,0.0,1.471,0.9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.71
学林尚苑,2.0,0.0,5.0,5.0,5.0,7.5,0.0,1.127,1.12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.57
江南.钱塘里,0.0,0.0,5.0,5.0,5.0,7.5,3.422,0.97,0.991,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.487
南润名座公寓,19.0,0.0,2.5,5.0,5.0,7.5,0.0,1.589,0.973,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.485
奥兰多小镇,1.0,0.0,0.0,0.0,0.0,0.0,9.696,1.062,1.011,805户,板楼,15.0,0.55,1.20元/平米·月,住宅,160000平方米,25栋,杭州萧山供水有限公司,无,萧山供电局,管道天然气,高级防盗门,卫生费、垃圾费,1,比例,宽带入户,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.481
易辰江南大院,2.0,1.0,5.0,7.5,5.0,7.5,0.0,0.976,1.048,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.48
电信巷,40.0,47.0,2.5,5.0,5.0,10.0,0.0,1.165,1.086,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.44
华家池印公寓,10.0,0.0,2.5,7.5,5.0,10.0,0.0,0.978,1.042,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.41
永丰巷,0.0,0.0,2.5,2.5,5.0,10.0,2.298,1.243,1.044,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.388
星悦湾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.99,974户,板塔结合,6.0,1.93,1.95元/,住宅,261638平方米,23栋,0,0,0,0,0,0,0,共1599个,0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,50.35
仓基新村,0.0,0.0,2.5,7.5,5.0,10.0,0.0,1.135,0.933,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.345
景江城市花园,0.0,0.0,5.0,7.5,5.0,7.5,3.286,0.996,0.8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.246
东新园茗盛苑,2.0,0.0,2.5,2.5,5.0,10.0,3.422,1.201,0.983,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.177
北庭铭座,0.0,0.0,5.0,7.5,5.0,7.5,0.0,0.985,1.02,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.15
半岛花园别墅,0.0,0.0,5.0,10.0,5.0,7.5,0.0,0.573,1.125,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.105
恒励龙王溪谷,1.0,0.0,5.0,5.0,5.0,7.5,3.546,0.931,0.981,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.071
高润云杉郡公寓,0.0,0.0,2.5,7.5,5.0,7.5,0.0,1.186,1.046,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.05
丁香公馆,0.0,0.0,5.0,5.0,5.0,7.5,0.0,1.122,1.088,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.04
西溪永乐城,24.0,7.0,5.0,7.5,5.0,7.5,0.0,0.944,1.039,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.025
聚望名座,0.0,0.0,2.5,7.5,5.0,10.0,0.0,0.961,1.026,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.0
